date,ticker,open,high,low,close,volume
2021-01-04,XLY,155.7058252782724,155.81169581817315,151.52877795106957,153.43443298339844,9060200
2021-01-05,XLY,152.54893372312077,155.01281320512248,152.50080809391852,154.5797119140625,3131200
2021-01-06,XLY,154.75295296271773,157.85205563237585,154.1369830667169,156.15814208984375,4416000
2021-01-07,XLY,157.57294684996617,159.79621291281677,157.51520196821116,159.17062377929688,3362800
2021-01-08,XLY,161.05703569343405,162.61622103260757,160.04645613871892,162.4525909423828,4641900
2021-01-11,XLY,160.556555823227,161.21101738188327,158.98775137250675,159.4208526611328,3710500
2021-01-12,XLY,160.25817342229536,162.46220079985653,160.0656856037097,161.85585021972656,5697600
2021-01-13,XLY,162.0290904813223,162.47181097073923,161.03776431942288,161.84622192382812,2827200
2021-01-14,XLY,162.0290767219264,162.81828107276667,160.62388794093965,160.81637573242188,3014900
2021-01-15,XLY,160.55656670956853,161.0570321639285,158.9396365202825,159.57485961914062,3635700
2021-01-19,XLY,160.9318923854579,161.1917443150607,159.85393423666304,160.4795379638672,3174300
2021-01-20,XLY,161.99061258871149,163.97326526109168,161.49013245166336,163.51129150390625,3434300
2021-01-21,XLY,164.37749221866864,165.33994610168554,164.0887678024682,164.27162170410156,3344000
2021-01-22,XLY,163.40541713571164,164.01176777426556,162.76057480408346,163.71340942382812,2228200
2021-01-25,XLY,164.13689457844248,165.50359214771558,161.05704479292197,164.31976318359375,5880300
2021-01-26,XLY,164.88762725757744,165.04160873717362,163.59792772904538,164.21389770507812,3729000
2021-01-27,XLY,162.3563402293062,162.4525768015469,158.35252873991348,159.1513671875,5620700
2021-01-28,XLY,158.40066247852315,161.23027925593257,157.46708103329948,159.65185546875,3921600
2021-01-29,XLY,158.72785237869817,159.08395552564107,155.04165317908974,155.92710876464844,5416500
2021-02-01,XLY,157.73657601118956,160.15233011936976,156.77412206891958,159.97909545898438,3251300
2021-02-02,XLY,161.2206091105853,164.45445403194435,161.20137061100093,163.3765106201172,2700600
2021-02-03,XLY,163.90590007034083,164.06951546900189,162.3467147853175,162.46221923828125,2031400
2021-02-04,XLY,163.2129188562809,164.1946258544922,162.71243876305246,164.1946258544922,2571200
2021-02-05,XLY,164.77210141228318,166.3216527473973,164.44487061750894,165.763427734375,2232100
2021-02-08,XLY,166.84139274150505,166.9472632600357,165.68643628994113,166.70664978027344,2360200
2021-02-09,XLY,166.17727865479583,166.5815074934093,165.58054730513624,165.7826690673828,1807700
2021-02-10,XLY,166.32167087150947,166.32167087150947,162.89533703313856,164.1465301513672,2441600
2021-02-11,XLY,164.5795932718143,165.14743746667924,162.90491843932506,163.6941375732422,1955800
2021-02-12,XLY,162.98192507085287,164.00212376227896,162.51995135293686,163.92514038085938,1997200
2021-02-16,XLY,164.2427390970097,164.45448011303858,162.76056667068727,163.21292114257812,2258100
2021-02-17,XLY,162.2215708010345,164.31971277550477,161.40347929817983,164.15609741210938,3220600
2021-02-18,XLY,162.43337275557127,164.73363732816452,162.31786828414832,164.20428466796875,2580000
2021-02-19,XLY,164.94534726029562,164.94534726029562,163.03005879158368,163.2514190673828,2511400
2021-02-22,XLY,161.69221705233156,162.26006119474997,159.66143921501302,159.80580139160156,2847000
2021-02-23,XLY,156.97621374466766,159.56520201656835,153.0878923397289,158.75674438476562,5384300
2021-02-24,XLY,158.5546656772304,160.63355500426368,156.86073736187097,160.42181396484375,3986800
2021-02-25,XLY,159.2861437583726,160.1715997136358,153.68465419148262,154.45462036132812,7320900
2021-02-26,XLY,156.4372518741132,157.14947305354036,153.03979075092948,155.0994415283203,6127600
2021-03-01,XLY,157.0243364101015,159.0166228864083,156.7259780726944,158.7375030517578,4348800
2021-03-02,XLY,158.95890623207117,159.30539025965354,156.83187642938017,156.90887451171875,3311200
2021-03-03,XLY,156.60087880064083,157.22646795437683,153.22265625,153.22265625,5562800
2021-03-04,XLY,153.28034992374612,154.28130985836717,147.101399780661,149.97914123535156,9234800
2021-03-05,XLY,151.11487599285965,151.37474264834634,144.03121496201857,150.93202209472656,10313400
2021-03-08,XLY,151.538334890735,154.2043358003885,150.85500097536786,151.11485290527344,6268100
2021-03-09,XLY,154.11772710096406,157.84241849649143,153.32850795925964,156.8222198486328,9307200
2021-03-10,XLY,158.8818907438801,159.75772731291383,156.50462844843483,157.62107849121094,7122900
2021-03-11,XLY,159.76728786493126,160.6527433606728,158.8240875064485,160.03677368164062,4229200
2021-03-12,XLY,158.3429018216176,160.5180421025568,157.90016661593083,160.5084228515625,4171700
2021-03-15,XLY,160.72979492407126,162.7124475296812,160.17156992190954,162.66432189941406,4428500
2021-03-16,XLY,162.6643359071344,162.9723282186622,160.2389625403207,160.98004150390625,3436800
2021-03-17,XLY,159.7769362574647,163.80961968106197,159.6037016376423,163.2417755126953,4355700
2021-03-18,XLY,161.71149912195415,162.42370556817195,158.97811904134144,159.24761962890625,5075700
2021-03-19,XLY,159.06476611664382,160.5373194638707,157.39971023350944,160.20045471191406,6060500
2021-03-22,XLY,161.33212525435422,162.6335076216596,160.65734038987276,161.2550048828125,3612100
2021-03-23,XLY,161.26470305893872,161.9587719675325,159.3271026028219,159.7416229248047,3995100
2021-03-24,XLY,160.48384747431797,161.34179155148104,157.37982177734375,157.37982177734375,4676000
2021-03-25,XLY,155.86635290777056,159.28849416656274,155.5386023456527,158.75830078125,5659900
2021-03-26,XLY,159.38491070778554,160.19465271985115,157.29306982201103,160.0789794921875,4271300
2021-03-29,XLY,159.66447403830455,160.4742160507998,158.03534077153026,159.20175170898438,4679100
2021-03-30,XLY,158.50769663415977,161.00442345245347,157.87147911743318,160.763427734375,3660900
2021-03-31,XLY,161.44782530765028,162.8937994188238,161.01403601614007,162.01658630371094,3968900
2021-04-01,XLY,163.48180740760955,163.58784608314784,162.76846968963133,163.31793212890625,4070000
2021-04-05,XLY,165.92069271841567,167.64622993762782,165.61222591231135,167.02928161621094,4314200
2021-04-06,XLY,166.87509130941686,168.40782069034017,166.7594180608076,167.7523193359375,3150700
2021-04-07,XLY,167.65590866131745,168.2535733682632,166.96183977812333,167.25103759765625,2524700
2021-04-08,XLY,168.18608018368312,168.42707588352684,166.96181790989806,168.04148864746094,3212400
2021-04-09,XLY,167.88725202572667,169.6802606653219,167.70409293583734,169.64169311523438,3046900
2021-04-12,XLY,169.63206294920147,170.89487812668145,169.48747140567738,170.7310028076172,3142800
2021-04-13,XLY,171.0201699608221,172.87101493235414,170.78880882342747,172.5336151123047,2675600
2021-04-14,XLY,172.919242549295,173.67114797037863,170.480367197204,170.8370361328125,3338200
2021-04-15,XLY,172.03242201719405,172.16737905617234,171.09735727955373,172.06134033203125,2515600
2021-04-16,XLY,172.47580556033526,173.62294747739756,172.01309792217262,173.39158630371094,2638000
2021-04-19,XLY,172.4372676758027,172.60114300542395,170.9045236696523,171.44436645507812,3515400
2021-04-20,XLY,170.83704720517244,171.23228371626377,168.02221896010383,169.2850341796875,4231000
2021-04-21,XLY,168.6488074899732,171.7239153323153,168.31142229634554,171.54075622558594,2770000
2021-04-22,XLY,171.75281785160414,172.00344809033078,169.01511016381247,169.64169311523438,2980000
2021-04-23,XLY,170.19117346476673,172.1191391461366,169.64169618515513,171.41543579101562,1911900
2021-04-26,XLY,171.99381857761082,172.7168057161437,171.04911950184027,172.16734313964844,2230300
